title,id,date,category_id,view,like,comment,hour,min,sec,watched_time,description,thumbnail,channel_title,tags,dimension,definition,caption,licensed_content,topic_ids,relevant_topic_ids
군기 잡는 오킹,13h2Soxol3w,2023-04-01,22,3692453,77818,705,0,0,1,2023-09-14T23:24:19.847Z,"원본영상 (19.07.30 방송)
https://youtu.be/I7rAargEjyc

◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.


영상 및 광고 문의
이메일 : okingcompany93@gmail.com


#오킹 #숏츠 #shorts",https://i.ytimg.com/vi/13h2Soxol3w/default.jpg,숏킹,,2d,hd,false,True,,
우정잉. 궤도 앞에서 제임스 웹 싫다고 해버림,tUswEufDrAM,2023-02-15,22,1708722,33322,733,0,0,58,2023-09-14T23:23:28.178Z,"◆ 잉소리와 궤소리 | 안될과학 궤도X우정잉 합방 풀버전
https://youtu.be/nMyxD-Kaur4

◆ 제임스 웹 우주 망원경 스티커
https://smartstore.naver.com/morescience/products/6908044553

◆ 궤도님이 입고 있는 제임스 웹 티셔츠
https://smartstore.naver.com/morescience/products/6679323802

◆ 궤도 인스타그램 
https://www.instagram.com/orbit_scientist

◆ 『과학이 필요한 시간』 구매 링크 :)
【알라딘】 http://aladin.kr/p/JQugt
【YES24】 http://www.yes24.com/Product/Goods/114666927
【교보문고】 https://product.kyobobook.co.kr/detail/S000200025576",https://i.ytimg.com/vi/tUswEufDrAM/default.jpg,궤도는 사랑입니다 ,"안될과학궤도, 안될과학, 과학커뮤니케이터, 과학자, 궤도, 궤도는사랑입니다, 궤도사랑, 궤사, 궤도팬튜브, 궤도민수, 과학민수, 우정잉궤도, 우정잉제임스웹",2d,hd,false,False,,
#SNL - 오랜만에 꼰대가 되어 SNL에 돌아온 슬기ㅋㅋㅋ,WNVkeM8W9A0,2023-09-01,22,6092234,114380,362,0,0,36,2023-09-14T23:22:52.949Z,,https://i.ytimg.com/vi/WNVkeM8W9A0/default.jpg,쇼츠의정석,,2d,hd,false,False,,
유라 있는 사람들 무조건 해봤다 [원신] #shorts,ZT-yLSEuAK4,2023-09-14,20,45376,1893,37,0,0,15,2023-09-14T23:22:51.093Z,#원신 #genshinimpact #genshin #hoyoverse #호요버스 #shortsfeed #shorts #원신유라,https://i.ytimg.com/vi/ZT-yLSEuAK4/default.jpg,연토 YeonTO,"원신, genshinimpact, genshin, shorts",2d,hd,false,False,,
강아지 훈련 쉽게 하는 법,_F_UF63uiSA,2023-03-13,24,6265330,85799,195,0,0,35,2023-09-14T23:22:15.860Z,"#shorts

핵꿀잼 보장 해드립니다🔥",https://i.ytimg.com/vi/_F_UF63uiSA/default.jpg,핵꿀잼,"강형욱, 윤성빈",2d,hd,false,False,,
얼불춤 뉴비가 1트만에 보정 S 나옴ㅋㅋㅋ #shorts,ucVy69USJds,2022-01-07,20,6154754,80545,355,0,0,26,2023-09-14T23:21:29.669Z,"풀영상 : https://youtu.be/6tVd7x5qAE4
얼불춤 1일차 뉴비가 1트만에 보정 S등급?!

소엔 트위치
https://www.twitch.tv/shw0221
소엔 팬카페
https://cafe.naver.com/sonhyeonu
소엔 디스코드
https://discord.gg/CrSsrtD
​​​​​#얼불춤#보정#리듬게임",https://i.ytimg.com/vi/ucVy69USJds/default.jpg,소엔,"오버워치, 돌진, 라인하르트, 디바, 루시우, 정크랫, 즐겜, 메이코패스, 돌진충, 아메가메, 레전드, 웃긴, 동영상, 편집, 약, 합성, 약사, 양반, 망치, 궁, 궁극기, 6인궁, 팟지, potg, 낙사, 정석, 즉사, 사망, 허무, 허망, 솔져, 76, 김병장, 유저, 그룹, 찾기, 모이라, 엄마, 아빠, 가족, 놀이, 코스프레, 상황극, 로드호그, 호그, 어몽어스, 마피아, 게임, 임포스터, 크루원, 컨셉, 플레이, 원심, 분리기, 회전, 솔로, 스팀, 멀티, 어그로, 장인, 요리사, 셰프, 쿡, 개, 멍멍, 월월, 짖기, 일렉기타, 일렉, 오토튠, 원정상, 리믹스, 정상원, 리액션, 핫클립, 클립, 돈미새, 후원, 도네, 마크, 마인크래프트, 광물, 전쟁, 도담, 크루, 합방, 합동, 컨텐츠, 다이아, 몬드, 다이아몬드, 에메랄드, 광질, 광산, 수익, 공개, 팩토리, 100만원, 챌린지, 도전, 스토리, 토리, 알고리즘",2d,hd,false,False,,
12년만에 이해한 순정마초 가사 내용,Atym7ZKgY_4,2023-09-08,24,72630,564,26,0,0,55,2023-09-14T23:20:34.014Z,"#요정재형 #정재형 #정형돈 #shorts

핵꿀잼 보장 해드립니다🔥",https://i.ytimg.com/vi/Atym7ZKgY_4/default.jpg,핵꿀잼,"예능, 쇼츠, 레전드, 꿀잼, 무한도전, 무도, 가요제, 순정마초, 파리돼지앵",2d,hd,false,False,,
기안84가 말하는 집 사는 최고의 타이밍,XZsj_75hAlo,2023-09-11,22,245432,2327,45,0,0,57,2023-09-14T23:20:23.035Z,"#인생84 #shorts 

출처 : https://youtu.be/lliExIQRPSA?si=U-wtXIbsBWKQNxPI",https://i.ytimg.com/vi/XZsj_75hAlo/default.jpg,요지경,,2d,hd,false,False,,
[유퀴즈] 아무리 뷔여도 오빠는 오빠다ㅣ#shortsㅣTVING,Qg1B9W4vjDc,2023-09-07,24,1823786,38984,581,0,0,59,2023-09-14T23:19:18.246Z,"[유퀴즈 온 더 블럭] 스트리밍은 오직 TVING
티빙 바로가기: https://tving.onelink.me/xHqC/1646c09f

#유퀴즈 #유퀴즈온더블럭 #뷔 #유재석 #조세호 #V #BTS #방탄소년단 #김태형",https://i.ytimg.com/vi/Qg1B9W4vjDc/default.jpg,TVING,,2d,hd,false,True,,
??? : 장인은 도구를 탓하지 않는다,s8UqtqyslZM,2023-03-25,24,7022392,91857,474,0,0,29,2023-09-14T23:18:46.287Z,"#조현아의목요일밤 #조현아 #이이경 #미주
FULL: https://www.youtube.com/watch?v=3_BVVfteq30",https://i.ytimg.com/vi/s8UqtqyslZM/default.jpg,조현아의 목요일 밤,"조현아의 목요일 밤, 조현아, 어반자카파, 뮤직토크쇼, 토크쇼, 뮤직쇼, 술과음악, 음악예능, 음악, 보컬, 가수, 아티스트, 연예인술자리, 술자리, 술먹방, 남사친, 여사친, 게스트, 음악과 술, 소주, 맥주, 만취, 좋아요, 소맥, 브이로그, 놀면뭐하니, 놀뭐, 유재석, 엠카, 프리스타일, 즉흥, 스캣, 미공개 곡, 조현아 찐친, 이미주, 러블리즈, 안테나, 미주, 이이경, 이이경 미주, 미주 전남친, 아이돌, 감성곡, 희극인, 예능감, 유재석픽, 트러블메이커, LEESEUNGAH, LOVELYZ, LEEMIJOO, MIJOO, Running man, ISFP, Hangout with Yoo, 이경, Lee Yi Kyung, 투투경, 조세호, 놀면 뭐하니, 웅남이, 박성광, 이이경 노래, 이이경 노래실력, 존잘, 잘생김, 이연복, 유키스, 수현OPPA, 이이경 자퇴, 이이경 검정고시, 이이경 아버지, 이웅범, 공조, 호텔 델루나, 복면가왕, 런닝맨, Running Man, 식스센스, Sixth Sense, 심야괴담회, 나는 SOLO, 이연복고량주, 유라인",2d,hd,false,True,,
윤성빈이랑 자전거 데이트  #shorts,idHynMrg7oM,2023-04-27,17,6838679,59505,1078,0,0,56,2023-09-14T23:17:49.126Z,"평창 올림픽 금메달 리스트 윤성빈 유튜브 채널 입니다.
많은 관심 부탁드립니다!
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

비지니스 문의:  wnahrtk3@gmail.com

인스타그램: https://instagram.com/top.physical?igshid=YmMyMTA2M2Y=

#윤성빈 #쇼츠 #짧은영상",https://i.ytimg.com/vi/idHynMrg7oM/default.jpg,아이언빈 윤성빈,"아이언빈, 스켈레톤윤성빈, 피지컬, 피지컬끝판왕, 올림픽, 금메달리스트, nfl, 신체능력, 근육, 몸짱, 달리기, 육상, 피지컬갤러리, 김강민, 말왕, 김계란, 지기, 운지기, 윤성빈피지컬, 까로, 아모띠, 크로스핏, 헬스, 웨이트, 스켈레톤, 서전트, 윤성빈제멀, 등운동, 김종국등운동, 윤성빈등, 넓은등만들기, 넓은프레임만들기, 가오리등, 하체운동, 데드리프트, 스쿼트, 3대측정, 삼대오백",2d,hd,false,True,,
[비투비] 이창섭이 들려주는 호원대 입시 썰 #shorts,7fVsjI4FbOQ,2023-01-20,24,3720072,73111,392,0,0,53,2023-09-14T23:16:11.666Z,"하다방 8화
https://youtu.be/ynN7gg39aTU",https://i.ytimg.com/vi/7fVsjI4FbOQ/default.jpg,수진수진,,2d,hd,false,False,,
누구나 인정하는 3대근육 자극팁,1Y7UcmNT8AM,2023-07-18,24,172712,3164,35,0,0,22,2023-09-14T23:15:56.992Z,,https://i.ytimg.com/vi/1Y7UcmNT8AM/default.jpg,성철봉,,2d,hd,false,True,,
흔한 남매의 통화ㅋㅋㅋㅋ,hn_Hygfa1PY,2023-07-01,24,2652773,43944,239,0,0,58,2023-09-14T23:13:56.519Z,"#shorts

핵꿀잼 보장 해드립니다🔥",https://i.ytimg.com/vi/hn_Hygfa1PY/default.jpg,핵꿀잼,"예능, 쇼츠, 레전드, 꿀잼, 핑계고, 정승환, 유재석",2d,hd,false,False,,
[ENG] EP.4 짬뽕밥과 응급실 의사 │ 실비집 by 남창희,TMMdHh1dZFc,2023-09-14,23,531519,16806,1492,0,21,25,2023-09-14T23:00:40.122Z,"조곤조곤 나만 알고 싶은 힐링맛집
[실비집]에 오신 것을 환영합니다.

[실비집] 영업 4일 차
바쁜 와중, 잠시나마 실비집으로 낭만을 즐기러
'응급의학과 의사' 손님이 방문했습니다.

오늘의 메뉴📋
얼큰하고 개운한 맛을 좋아하는 손님을 위해

해물 가득한 '짬뽕밥'과
바삭하고 알싸한 맛의 '고추냉이크림새우'를 준비해 봤습니다.
오늘만큼은 여유롭게 즐기다 가시길 바라는 마음입니다.

항상 최선으로 노력하여 제대로 모시겠습니다.
본격 잠 오는 요리 콘텐츠 🍽실비집🍽

ㅡㅡㅡ

[채널 '뜬뜬' of 안테나플러스]
연출 | 조은진 조수빈 김다윤 이은솔 추형록 오민주
작가 | 김송화 최수정 김이진 정채휴 이동연

ㅡㅡㅡ

Youtube : 뜬뜬 ddeunddeun / Instagram : ddeun._.ddeun
#뜬뜬 #실비집 #남창희 #짬뽕밥 #고추냉이크림새우

*본 영상에는 삼성전자 유료광고가 포함되어 있습니다
*고정댓글의 이벤트에 참여하고 다양한 선물도 받으세요
*각 기능은 모델 및 실사용 환경에 따라 차이가 있을 수 있음, 세부 내용은 삼성닷컴 참고
[스마트싱스 쿠킹 공통사항]
*스마트싱스 쿠킹 사용 위해선 무선 네트워크 연결 필요. 인덕션 및 큐커의 Wi-Fi 기능이 켜져 있어야 함. Android 및 iOS 기기에서 사용 가능 (Android OS 8 이상 / iOS 13 이상 지원)
[비스포크 인덕션]
*MAX 부스트는 더욱 강력한 조리를 위해 높은 출력을 내는 기능, 화구별 최대 10분간 작동 후 9단의 출력으로 자동 변경
*스캔쿡 및 자동 맞춤 요리 기능은 우측 대화구에서 전용 용기 또는 가이드에 맞는 냄비 사용 시에만 가능
*자동 맞춤 요리 레시피: 콩나물국, 소고기 안심 수비드 등 36종
*무쇠주물요리 자동 맞춤 요리 레시피: 가마솥밥, 통마늘수육 등 19종
[비스포크 큐커]
*스캔쿡 기능은 제휴사 간편식, 밀키트에 한정하여 이용 가능, 메뉴는 확대 및 변경될 수 있음. 간편식 스캔을 지원하지 않는 제품은 팝업 화면이 뜸

- 본 콘텐츠와 무관한 내용의 댓글과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/TMMdHh1dZFc/default.jpg,뜬뜬 DdeunDdeun,"뜬뜬, 실비집, 남창희, 응급의학과, 의사, 짬뽕밥, 중식당추천, 고추냉이크림새우, 군만두, 삼성비스포크, 비스포크큐커, 비스포크인덕션, 인덕션추천, 스우파2, 탈락자배틀, 여수맛집, 자기전에보세요, 수면유도, 힐링재질",2d,hd,true,True,,
송지효가 원래 이렇게 웃겼나요 ㅋㅋㅋㅋ,WdIH-tnntmM,2023-09-07,24,6062628,77865,674,0,0,58,2023-09-14T22:57:43.054Z,"#shorts #뜬뜬 #유재석 #핑계고 #지석진 #하하 #송지효 #런닝맨 

❗️ 출처: 뜬뜬 #핑계고 
❗️ 위 태그 누르시면 풀영상 보실 수 있습니다
❗️ 제목은 [가을맞이는 핑계고] 입니다!",https://i.ytimg.com/vi/WdIH-tnntmM/default.jpg,햅삐HAPPY,shorts,2d,hd,false,False,,
깊이가 느껴지는 남자,DDeLkXq6CFI,2023-03-25,24,3524731,46572,454,0,0,1,2023-09-14T22:56:44.132Z,"#조현아의목요일밤 #조현아 #이이경 #미주
FULL: https://www.youtube.com/watch?v=3_BVVfteq30",https://i.ytimg.com/vi/DDeLkXq6CFI/default.jpg,조현아의 목요일 밤,"조현아의 목요일 밤, 조현아, 어반자카파, 뮤직토크쇼, 토크쇼, 뮤직쇼, 술과음악, 음악예능, 음악, 보컬, 가수, 아티스트, 연예인술자리, 술자리, 술먹방, 남사친, 여사친, 게스트, 음악과 술, 소주, 맥주, 만취, 좋아요, 소맥, 브이로그, 놀면뭐하니, 놀뭐, 유재석, 엠카, 프리스타일, 즉흥, 스캣, 미공개 곡, 조현아 찐친, 이미주, 러블리즈, 안테나, 미주, 이이경, 이이경 미주, 미주 전남친, 아이돌, 감성곡, 희극인, 예능감, 유재석픽, 트러블메이커, LEESEUNGAH, LOVELYZ, LEEMIJOO, MIJOO, Running man, ISFP, Hangout with Yoo, 이경, Lee Yi Kyung, 투투경, 조세호, 놀면 뭐하니, 웅남이, 박성광, 이이경 노래, 이이경 노래실력, 존잘, 잘생김, 이연복, 유키스, 수현OPPA, 이이경 자퇴, 이이경 검정고시, 이이경 아버지, 이웅범, 공조, 호텔 델루나, 복면가왕, 런닝맨, Running Man, 식스센스, Sixth Sense, 심야괴담회, 나는 SOLO, 이연복고량주, 유라인",2d,hd,false,True,,
본인이 1위 발표하고 본인이 1위 소감 말한 날ㅋㅋ김태형 페이크 뭔데 ㅋㅋㅋㅋ,9O8dHEbnRXc,2022-10-02,22,1063017,36270,88,0,0,33,2023-09-14T22:56:05.323Z,,https://i.ytimg.com/vi/9O8dHEbnRXc/default.jpg,BTS타니타니,,2d,hd,false,False,,
[SUB] 최악의 남자💢와 최악의 여자💢의 역사적인 만남✨ l EP.32 l 조현아의 목요일 밤 l 유세윤 조현아,Uv54i_RSRok,2023-09-14,24,568212,7322,310,0,16,41,2023-09-14T22:21:26.470Z,"✨익스클루시브 하이퀄리티 프리미엄 어반 원앤온리 고품격 뮤직 토크쇼! ✨

얘 진짜 잘 놀아, 얘는 진짜 핫해❤️‍🔥
만능 사기캐 🤟유세유니 대단해🤟

자강두천 연예인 둘이 만나면
오디오가 비질 않아…🙉

현아를 유브이 방에 초대할 수 없는 결정적 이유!
중2병 유세윤이 탄생하게 된 전말은…?

잘 들어 조목밤 친구들아📢
공포를… 두려워하지 말라…
나도 잔인한 놈이 될 테니까💥

최악의 여자🙅‍♀️와 최악의 남자🙅‍♂️가 된
현아와 세윤의 목요일밤에 놀러오세요👻
----------------------------------------------
본 영상은 유료 광고를 포함하고 있습니다
※ 경고 : 지나친 음주는 뇌졸증, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출산을 일으킵니다.

[짐빔 성수 팝업스토어]
- 기간: 9/11 (월) ~ 9/24 (일)
- 장소: 서울특별시 성동구 성수동 2가 302-1

#짐빔 #짐빔하이볼 #조현아의목요일밤 #조현아 #유세윤 #유료광고포함 
----------------------------------------------
🤔스몰고민 세미고민 미들고민 빅고민! 고민을 음악으로 만들어주는 그녀로부터의 초대🎼
 🎶 매주 목요일 오후 7시 업로드
🌕 CONTACT | everydayisthursdaynight@gmail.com
----------------------------------------------
CP l 김광수
PD l 민다정 이해인
작가 l 주기쁨 김지영 박은주
D.O.P l 김시연 (스탠바이)",https://i.ytimg.com/vi/Uv54i_RSRok/default.jpg,조현아의 목요일 밤,"조현아, 조현아의목요일밤, 목요일밤, 어반자카파, 조현아유튜브, 조목밤, 송민호, 김해준, 임시완, 미주, 미연, 여자아이들, 김민수, 피식대학, 부승관, 세븐틴, 이이경, 수지, 헤이즈, 송은이, 뮤지, 김조한, 비투비, 서은광, 임현식, 조세호, 남창희, 이유미, 오징어게임, Jo Hyunah's Thursday Night, nct128, 태용, 장도연, 권진아, 정승환, 예리, 레드벨벳, 선우정아, 오마이걸, 승희, 유아, 강기영, 김세정, 경이로운소문, 전소미, 테크토닉, 나나, 마스크걸, 넷플릭스, netflix, 윈터, 에스파, aespa, 에릭남, 신혜선, 권혁수",2d,hd,true,True,,
[ENG] 설 연휴는 핑계고,JdU-QezqYTM,2023-01-21,23,8907382,106326,5080,0,57,53,2023-09-14T15:40:36.574Z,"설 연휴에는 친척들, 고향 친구들 만나서
오랜만에 근황도 묻고, 덕담도 나누는 소중한 시간 가지잖아요?
그래서 저도 세호, 창희 그리고 욱동이랑 좋~은 시간 아주 길~게 가져봤습니다.

사실 다~~ 핑계고🐓
욱동이한테 9년 전에 밥 사준다고 했는데 드디어 기회가 왔네요.

ㅡㅡㅡ
유선배 복지 콘텐츠 🐓핑계고🐓
우리도 언제 올릴지 몰라요 ⚠불시 업로드⚠
☁구독 & 좋아요 & 알림설정 필수☁

👇’뜬뜬’ 소식 보러가기
https://instagram.com/ddeun._.ddeun

#뜬뜬 #핑계고 #유재석 #이동욱 #조세호 #남창희 #설연휴
.
.
*본 채널에 대한 허위사실과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/JdU-QezqYTM/default.jpg,뜬뜬 DdeunDdeun,"뜬뜬, 핑계고, 이동욱, 유재석, 조남지대, 조세호, 남창희, 설연휴, 명절, 귀성길",2d,hd,true,True,,
빵빵이의 태껀도 ~!,_7-Z2MDx7YU,2023-09-12,23,4497675,81803,3659,0,3,7,2023-09-14T15:38:18.590Z,"기획/대본: 이주용, 장예빈
애니메이션: 이주용, 허영현, 하현준, 김민석, 윤준식
배경/3D: 추헌주

Ending Music: ""8 Bit Win!"" By HeatleyBros",https://i.ytimg.com/vi/_7-Z2MDx7YU/default.jpg,빵빵이의 일상,"빵빵이, 이주용, 병맛, 개그, 코미디, 애니메이션",2d,hd,true,True,,
사람에게 상처받은 강아지 입양 후 30일간 표정 변화,AQ1af3LPXK0,2023-08-19,15,1178070,32328,1531,0,9,36,2023-09-14T15:38:08.299Z,"#홍설#바미#강아지입양 

💛Subscribe: https://www.youtube.com/channel/UChFa...
💛Instagram:  @h0ngsnow @br0wnbam 
💛mail: pomhongseol@gmail.com



각국어 번역 자막 제작 :
컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,
CONTENTSFLY에서 제작되었습니다.
https://www.contentsfly.com",https://i.ytimg.com/vi/AQ1af3LPXK0/default.jpg,홍설 HONG SNOW,"홍설, HONGSNOW, 설이, MUKBANG, ASMR, 먹방강아지, 강아지, 귀여운강아지, 포메라니안, animal, pomeranian, funnydog, cute, 강아지유튜버, 유기견, 구조견, 번식장, 강아지구조, 구조, 변화과정, 강아지입양, 포인핸드, 사지마세요입양하세요, 아기강아지, 개농장, 모견, 유기견입양",2d,hd,true,True,,
와.. 이 2개 버튼 미쳤네요; (너무 편해서 욕나옵니다..),kVmdftY_nr0,2022-03-31,26,1308300,49691,2106,0,1,3,2023-09-14T15:36:47.140Z,"세상의 꿀팁을 핵심만 짧게 소개해드립니다.
좋아요만이라도 눌러주시면 감사하겠습니다!

jjalcut@gmail.com

#컴퓨터 #단축키 #꿀팁",https://i.ytimg.com/vi/kVmdftY_nr0/default.jpg,짤컷,,2d,hd,false,True,,
"[EP.7] 권은비, 💥워터밤💥 접수하려고 작정(?)한 썰 풉니다?!｜무릉주막",XvbrwZ_bLbU,2023-09-14,24,580374,3847,268,0,22,36,2023-09-14T15:35:40.743Z,"퍼포먼스로 여름 접수하더니
노빠꾸 쿨함으로 오킹까지 접수한
🌊워터밤 여신 권은비🌊

🙍‍♂️ : 찐따는 무시해요?
🙍‍♀️ : 너처럼요?

선을 넘다 못해 스님에게도 선 넘는(?)
프로 저격러 선넘비 엉뚱함에
오늘 오선비 하루 종일 당할 예정ㅎ

#무릉주막 #오킹 #권은비 #풀무원 #이벤트 #event


￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
🍷무릉주막 7화 댓글 이벤트🍷

사내 연애 중인데 사장님이
내 애인이 못생겼다고 욕하면?

싸운다 VS 참는다

＜무릉주막＞7화를 시청하고 '좋아요'를 누른 후
MZ 토론의 주제에 대한 의견을 댓글로 남겨주세요!
정성 가~득한 댓글을 달아주신 지구인 20명을 뽑아
풀무원 식물성 지구식단 제품과 커피 기프티콘을 보내드립니다!

✅참여 방법
· '풀무릉도원' 채널을 구독한다!
· ＜무릉주막＞7화 영상을 시청하고 좋아요를 꾸-욱 누른다
· 영상 댓글에 MZ 토론에 대한 의견을 댓글로 남기면 완료😊💚

✅기간
· 2023년 9월 14일(목) ~ 2023년 9월 19일(화)

✅당첨자 발표
· 2023년 9월 21일(목)

✅상품
· 3만원 상당의 풀무원 식물성 지구식단 꾸러미 10명
· 스타벅스 아메리카노 tall 기프티콘 10명

· 당첨자는 2023년 9월 21일 본 영상 고정 댓글로 발표 예정입니다.
· 상품(3만원 상당의 풀무원 식물성 지구식단 꾸러미, 커피 쿠폰)은 모두 10월 중 발송 예정입니다.
· 본 이벤트는 상황에 따라 기간 및 상품 내용이 사전 고지 없이 변동 될 수 있습니다.
· 채널 운영 목적에 맞지 않는 댓글, 과도한 욕설, 비방 등의 댓글은 개인 동의 없이 삭제될 수 있습니다.


🍴영상 속 큐브강정 2종 29%할인 + 20% 추가 할인까지!
https://shop.pulmuone.co.kr/events/promotion?event=714",https://i.ytimg.com/vi/XvbrwZ_bLbU/default.jpg,풀무릉도원,"무릉주막, 풀무릉도원, 풀무원, 오킹, 권은비, 워터밤, 권은비 워터밤, 돌아이돌, 오킹TV, 오킹 권은비, 걸그룹, K-POP, 노빠꾸탁재훈, 술방, 술먹방, 차쥐뿔, 차린건 쥐뿔도 없지만, 워터밤 레전드, 권은비 오킹, KWON EUNBI, 아이즈원, IZ*ONE",2d,hd,false,False,,
